startTime,open,high,low,close,volume
2021-12-05 00:00:00+00:00,49236.0,49779.0,47777.0,49438.0,4540199267.3395
2021-12-06 00:00:00+00:00,49438.0,50975.0,47149.0,50515.0,6856614312.2679
2021-12-07 00:00:00+00:00,50515.0,51993.0,50038.0,50648.0,3666140575.0419
2021-12-08 00:00:00+00:00,50648.0,51300.0,48640.0,50520.0,3587438652.0582
2021-12-09 00:00:00+00:00,50520.0,50874.0,49474.0,49875.0,557837856.8727992
