,open,high,low,close,volume,open_var,high_var,low_var,close_var,volume_var
2021-12-09 02:57:00+00:00,49928.0,49940.0,49900.0,49940.0,897831.4031,,,,,
2021-12-09 02:58:00+00:00,49940.0,49993.0,49940.0,49975.0,1276768.8543,,,,,
2021-12-09 02:59:00+00:00,49975.0,49975.0,49941.0,49941.0,2197220.2411,,,,,
2021-12-09 03:00:00+00:00,49941.0,49941.0,49872.0,49884.0,3139119.9339,,,,,
2021-12-09 03:01:00+00:00,49884.0,49924.0,49879.0,49924.0,789817.6672000014,0.0,0.0,0.0,0.0,-1027053.8779999986
2021-12-09 03:02:00+00:00,49924.0,49932.0,49916.0,49929.0,17.193399999999986,0.0,0.0,0.0,-1.0,-858377.4339000001
2021-12-09 03:03:00+00:00,49929.0,49966.0,49932.0,49962.0,8.975900000000012,-1.0,30.0,2.0,29.0,-10711.8436
2021-12-09 03:04:00+00:00,49962.0,49963.0,49962.0,49962.0,0.05230000000000001,,,,,
